,id,dim_datetimes_id,dim_meters_id,dim_bills_id,kwh,delivery_cost,service_cost,supply_cost,tax_cost,total_cost,account_number
480122,480123,88989,8,189.0,2.221,0.15514362233651727,0.02761800843270308,0.26164065393093316,0.016633206481090363,0.4610354911812439,35012790198
480123,480124,88993,8,189.0,2.099,0.14662155033063926,0.026100945385071482,0.2472686774430566,0.015719540929224975,0.4357107140879923,35012790198
480124,480125,88997,8,189.0,2.075,0.14494507714915505,0.025802506752750514,0.24444140337986778,0.015539803443612114,0.43072879072538545,35012790198
480125,480126,89001,8,189.0,2.075,0.14494507714915505,0.025802506752750514,0.24444140337986778,0.015539803443612114,0.43072879072538545,35012790198
480126,480127,89005,8,189.0,2.074,0.1448752240999265,0.025790071809737136,0.24432360029390154,0.015532314381711574,0.43052121058527676,35012790198
480127,480128,89009,8,189.0,2.239,0.1564009772226304,0.027841837406943806,0.26376110947832476,0.016768009595300008,0.46477193370319897,35012790198
480128,480129,89013,8,189.0,2.081,0.14536419544452608,0.025877116410830753,0.24514822189566496,0.015584737815015327,0.4319742715660372,35012790198
480129,480130,89017,8,189.0,1.737,0.12133474650991918,0.02159949601423019,0.20462396032329172,0.013008500521230959,0.3605667033686721,35012790198
480130,480131,89021,8,189.0,2.133,0.14899655400440853,0.026523733447526187,0.2512739823659074,0.015974169033843195,0.4427684388516853,35012790198
480131,480132,89025,8,189.0,2.167,0.15137155767817778,0.026946521509980895,0.25527928728875826,0.01622879713846142,0.44982616361537836,35012790198
480132,480133,89029,8,189.0,2.167,0.15137155767817778,0.026946521509980895,0.25527928728875826,0.01622879713846142,0.44982616361537836,35012790198
480133,480134,89033,8,189.0,1.721,0.12021709772226305,0.02140053692601621,0.2027391109478325,0.012888675530822383,0.35724542112693414,35012790198
480134,480135,89037,8,189.0,2.16,0.15088258633357826,0.02685947690888728,0.2544546656869949,0.01617637370515767,0.4483731026346181,35012790198
480135,480136,89041,8,189.0,2.174,0.15186052902277736,0.027033566111074513,0.2561039088905217,0.016281220571765172,0.4512792245961388,35012790198
480136,480137,89045,8,189.0,2.32,0.1620590742101396,0.028849067791027076,0.27330315944158706,0.017374623609243422,0.48158592505199715,35012790198
480137,480138,89049,8,189.0,2.308,0.16122083761939748,0.02869984847486659,0.27188952240999265,0.017284754866436988,0.4790949633706937,35012790198
480138,480139,89053,8,189.0,2.122,0.1482281704628949,0.02638694907437908,0.2499781484202792,0.0158917893529373,0.4404850573104905,35012790198
480139,480140,89057,8,189.0,2.295,0.16031274797942688,0.028538194215692734,0.270358082292432,0.017187397061730024,0.47639642154928163,35012790198
480140,480141,89061,8,189.0,1.933,0.13502594415870683,0.02403674484485144,0.2277133651726672,0.014476356653736007,0.4012524108299615,35012790198
480141,480142,89065,8,189.0,2.137,0.14927596620132255,0.02657347321957968,0.25174519470977225,0.01600412528144534,0.4435987594121198,35012790198
480142,480143,89069,8,189.0,2.165,0.1512318515797208,0.026921651623954147,0.2550436811168259,0.016213819014660347,0.4494110033351612,35012790198
480143,480144,89073,8,189.0,2.149,0.15011420279206467,0.02672269253574017,0.25315883174136666,0.016093994024251775,0.44608972109342326,35012790198
480144,480145,89077,8,189.0,2.131,0.1488568479059515,0.026498863561499438,0.251038376193975,0.015959190910042123,0.44235327857146806,35012790198
480145,480146,89081,8,189.0,1.586,0.1107869360764144,0.019721819619210754,0.1868356943423953,0.011877652174250028,0.3292221022122705,35012790198
480146,480147,89085,8,189.0,2.104,0.1469708155767818,0.026163120100138354,0.2478576928728876,0.015756986238727656,0.43674861478853544,35012790198
480147,480148,89089,8,189.0,2.084,0.1455737545922116,0.025914421239870873,0.24550163115356358,0.015607205000716934,0.43259701198636297,35012790198
480148,480149,89093,8,189.0,1.908,0.13327961792799412,0.023725871269517095,0.22476828802351212,0.014289130106222606,0.39606290732724597,35012790198
480149,480150,89097,8,189.0,1.879,0.13125387950036738,0.02336525792212926,0.2213519985304923,0.014071947311107063,0.390043083264096,35012790198
480150,480151,89101,8,189.0,2.236,0.1561914180749449,0.027804532577903683,0.2634077002204262,0.016745542409598402,0.46414919328287324,35012790198
480151,480152,89105,8,189.0,2.05,0.1431987509184423,0.025491633177416168,0.2414963262307127,0.015352576896098712,0.42553928722266987,35012790198
480152,480153,89109,8,189.0,1.696,0.11847077149155033,0.021089663350681864,0.19979403379867744,0.012701448983308983,0.3520559176242186,35012790198
480153,480154,89113,8,189.0,2.219,0.15500391623806023,0.02759313854667633,0.26140504775900075,0.016618228357289287,0.46062033090102655,35012790198
480154,480155,89117,8,189.0,5.778,0.4036109184423218,0.07184910073127347,0.6806662307127113,0.04327179966129676,1.1993980495476033,35012790198
480155,480156,89121,8,189.0,4.441,0.310217391623806,0.055223581922392774,0.5231635047759001,0.033258923900280186,0.9218634022223792,35012790198
480156,480157,89125,8,189.0,5.175,0.36148952975753124,0.06435083009420911,0.6096309698750919,0.03875589533527358,1.0742272250621059,35012790198
480157,480158,89129,8,189.0,3.46,0.24169155033063924,0.043024902826273144,0.4075986774430566,0.02591215417585441,0.7182272847758235,35012790198
480158,480159,89133,8,189.0,4.828,0.33725052167523883,0.06003590486856842,0.5687532990448201,0.036157190855787606,1.0021969164444149,35012790198
480159,480160,89137,8,189.0,7.781,0.5435265760470243,0.09675629158706107,0.9166258119030125,0.05827239064807028,1.615181070185168,35012790198
480160,480161,89141,8,189.0,7.657,0.5348647979426892,0.09521435865340273,0.9020182292432036,0.057343746972403825,1.5894411328116993,35012790198
480161,480162,89145,8,189.0,1.978,0.1381693313739897,0.024596317280453257,0.23301450404114624,0.014813364439260124,0.4105935171348493,35012790198
480162,480163,89149,8,189.0,2.095,0.1463421381337252,0.026051205613017988,0.24679746509919182,0.01568958468162283,0.43488039352755786,35012790198
480163,480164,89153,8,189.0,2.311,0.161430396767083,0.028737153303906714,0.27224293166789126,0.017307222052138596,0.4797177037910196,35012790198
480164,480165,89157,8,189.0,2.104,0.1469708155767818,0.026163120100138354,0.2478576928728876,0.015756986238727656,0.43674861478853544,35012790198
480165,480166,89161,8,189.0,1.926,0.13453697281410726,0.023949700243757824,0.22688874357090374,0.014423933220432254,0.39979934984920107,35012790198
480166,480167,89165,8,189.0,2.153,0.15039361498897869,0.026772432307793664,0.2536300440852315,0.016123950271853916,0.44692004165385774,35012790198
480167,480168,89169,8,189.0,2.171,0.15165096987509183,0.02699626128203439,0.2557504996326231,0.016258753386063564,0.4506564841758129,35012790198
480168,480169,89173,8,189.0,2.054,0.14347816311535636,0.025541372949469662,0.2419675385745775,0.015382533143700855,0.4263696077831044,35012790198
480169,480170,89177,8,189.0,1.571,0.10973914033798678,0.019535295474010145,0.1850686480529023,0.011765316245741989,0.32610840011064124,35012790198
480170,480171,89181,8,189.0,2.25,0.157169360764144,0.027978621780090914,0.265056943423953,0.016850389276205902,0.4670553152443938,35012790198
480171,480172,89185,8,189.0,1.958,0.13677227038941955,0.024347618420185783,0.2306584423218222,0.014663583201249405,0.40644191433267696,35012790198
480172,480173,89189,8,189.0,1.94,0.13551491550330638,0.02412378944594506,0.22853798677443057,0.014528780087039757,0.4027054718107218,35012790198
480173,480174,89193,8,189.0,2.383,0.16645981631153564,0.029632469200869625,0.28072475385745776,0.017846434508977188,0.49466347387884024,35012790198
480174,480175,89197,8,189.0,1.885,0.13167299779573843,0.0234398675802095,0.22205881704628952,0.01411688168251028,0.3912885641047477,35012790198
480175,480176,89201,8,189.0,2.263,0.1580774504041146,0.028140276039264774,0.2665883835415136,0.016947747080912873,0.46975385706580586,35012790198
480176,480177,89205,8,189.0,2.061,0.1439671344599559,0.02562841755056328,0.24279216017634092,0.015434956577004609,0.4278226687638647,35012790198
480177,480178,89209,8,189.0,1.834,0.1281104922850845,0.022805685486527442,0.21605085966201323,0.013734939525582947,0.38070197695920815,35012790198
480178,480179,89213,8,189.0,3.425,0.23924669360764142,0.04258967982080506,0.4034755694342395,0.02565003700933565,0.7109619798720216,35012790198
480179,480180,89217,8,189.0,4.261,0.2976438427626745,0.052985292179985516,0.5019589493019839,0.03191089275818372,0.8844989770028276,35012790198
480180,480181,89221,8,189.0,6.599,0.46096027185892724,0.08205818894525331,0.7773825642909626,0.04942031948163678,1.36982134457678,35012790198
480181,480182,89225,8,189.0,2.005,0.14005536370315944,0.02493206074181435,0.23619518736223366,0.015015569110574594,0.41619818091778205,35012790198
480182,480183,89229,8,189.0,2.009,0.14033477590007346,0.024981800513867843,0.23666639970609846,0.015045525358176737,0.41702850147821646,35012790198
480183,480184,89233,8,189.0,3.28,0.2291180014695077,0.040786613083865865,0.38639412196914036,0.024564123033757938,0.6808628595562719,35012790198
480184,480185,89237,8,189.0,5.423,0.37881308596620133,0.06743469596152579,0.6388461351947098,0.0406131826866065,1.1257070998090435,35012790198
480185,480186,89241,8,189.0,2.246,0.15688994856723,0.027928882008037424,0.2645857310800882,0.01682043302860376,0.46622499468395934,35012790198
480186,480187,89245,8,189.0,1.937,0.13530535635562088,0.024086484616904935,0.22818457751653198,0.014506312901338149,0.4020827313903959,35012790198
480187,480188,89249,8,189.0,1.926,0.13453697281410726,0.023949700243757824,0.22688874357090374,0.014423933220432254,0.39979934984920107,35012790198
480188,480189,89253,8,189.0,1.906,0.1331399118295371,0.02370100138349035,0.22453268185157974,0.014274151982421534,0.39564774704702876,35012790198
480189,480190,89257,8,189.0,2.295,0.16031274797942688,0.028538194215692734,0.270358082292432,0.017187397061730024,0.47639642154928163,35012790198
480190,480191,89261,8,189.0,1.978,0.1381693313739897,0.024596317280453257,0.23301450404114624,0.014813364439260124,0.4105935171348493,35012790198
480191,480192,89265,8,189.0,1.903,0.13293035268185158,0.02366369655445023,0.22417927259368114,0.014251684796719928,0.39502500662670287,35012790198
480192,480193,89269,8,189.0,2.282,0.15940465833945627,0.028376539956518874,0.26882664217487146,0.017090039257023053,0.47369787972786964,35012790198
480193,480194,89273,8,189.0,1.469,0.10261412931667892,0.018266931286646023,0.17305273328434975,0.011001431931887322,0.304935225819562,35012790198
480194,480195,89277,8,189.0,1.903,0.13293035268185158,0.02366369655445023,0.22417927259368114,0.014251684796719928,0.39502500662670287,35012790198
480195,480196,89281,8,189.0,2.09,0.14599287288758264,0.02598903089795112,0.24620844966936076,0.01565213937212015,0.4338424928270147,35012790198
480196,480197,89285,8,189.0,1.944,0.13579432770022043,0.024173529217998552,0.22900919911829537,0.014558736334641902,0.4035357923711562,35012790198
480197,480198,89289,8,189.0,2.174,0.15186052902277736,0.027033566111074513,0.2561039088905217,0.016281220571765172,0.4512792245961388,35012790198
480198,480199,89293,8,189.0,1.784,0.12461783982365908,0.022183938335858754,0.21016070536370318,0.01336048643055615,0.37032296995377717,35012790198
480199,480200,89297,8,189.0,1.795,0.12538622336517266,0.022320722709005866,0.21145653930933136,0.013442866111462044,0.37260635149497195,35012790198
480200,480201,89301,8,189.0,2.2,0.1536767083027186,0.027356874629422233,0.25916678912564295,0.01647593618117911,0.4566763082389629,35012790198
480201,480202,89305,8,189.0,3.373,0.235614335047759,0.04194306278410963,0.39734980896399713,0.025260605790507786,0.7001678125863735,35012790198
480202,480203,89309,8,189.0,6.453,0.45076172667156506,0.08024268726530076,0.7601833137398972,0.04832691644415854,1.3395146441209218,35012790198
480203,480204,89313,8,189.0,5.881,0.4108057825128582,0.07312989986165097,0.69279994856723,0.044043173037051964,1.2207788039787912,35012790198
480204,480205,89317,8,189.0,6.179,0.43162199118295375,0.07683551287963634,0.727905268185158,0.04627491348341168,1.2826376857311599,35012790198
480205,480206,89321,8,189.0,3.215,0.22457755326965465,0.03997834178799657,0.37873692138133724,0.024077334010223102,0.6673701504492114,35012790198
